target_id,uniprot_id,gene_symbol,gene_name,score_overall,max_clinical_phase,n_drugs,score_known_drug,score_rna_expression,score_genetic_literature,score_literature,score_genetic_association,score_animal_model,score_affected_pathway,has_clinical_trials,is_high_confidence,geneticConstraint,hasHighQualityChemicalProbes,expressionAtlas,target_success,max_pchembl,drug_count
ENSG00000071243,Q9NXR8,ING3,inhibitor of growth family member 3,0.4022551619305217,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616791968935648,0,0,-0.9043574186431328,0.0,0.0,0,0.0,0
ENSG00000091140,P09622,DLD,dihydrolipoamide dehydrogenase,0.4022503730089914,0,0,0.0,0.0839037129740863,0.0,0.4383715991256672,0.0,0.0,0.6378882125700222,0,0,-0.3992277992277993,0.0,0.0839037129740863,0,4.97,4
ENSG00000115828,Q16769,QPCT,glutaminyl-peptide cyclotransferase,0.4020217468332581,0,0,0.0,0.0,0.0,0.1818978355921682,0.0,0.0,0.6522003550028901,0,0,0.5110865968008824,0.0,0.0,0,10.28,1209
ENSG00000162736,Q92542,NCSTN,nicastrin,0.4016472824745319,3,6,0.6432229884302734,0.0,0.0,0.3491258583272179,0.0,0.0,0.0,1,0,-0.8508549365692223,0.0,0.0,1,6.31,2
ENSG00000166912,Q9NXD2,MTMR10,myotubularin related protein 10,0.3977625482383899,0,0,0.0,0.0204943956784833,0.0,0.0,0.0,0.0,0.6532644687241765,0,0,-0.1259790402647546,0.0,0.0204943956784833,0,0.0,0
ENSG00000160191,O76083,PDE9A,phosphodiesterase 9A,0.39744981997395,4,6,0.1692918401682361,0.0,0.0,0.2098514551216509,0.4276970187555159,0.0,0.5254171719184872,1,0,0.219746276889134,1.0,0.0,1,11.0,1278
ENSG00000118260,P16220,CREB1,cAMP responsive element binding protein 1,0.3974434932511477,0,0,0.0,0.0,0.0,0.9166713933860212,0.0,0.0,0.607930797611621,0,0,-0.962934362934363,0.0,0.0,0,5.77,7
ENSG00000205155,Q9NZ42,PSENEN,"presenilin enhancer, gamma-secretase subunit",0.3968620176986445,3,6,0.6432229884302734,0.0,0.0,0.1916979144004637,0.0,0.0,0.0,1,0,-0.6296745725317154,0.0,0.0,1,7.85,5
ENSG00000172977,Q92993,KAT5,lysine acetyltransferase 5,0.3967253323639054,0,0,0.0,0.0,0.0,0.9044339943352214,0.0,0.0,0.6073613474368311,0,0,-0.5762824048538334,0.0,0.0,0,7.16,205
ENSG00000120162,Q86TA1,MOB3B,MOB kinase activator 3B,0.3963097077011674,0,0,0.0,0.0,0.0,0.0,0.6518993761430579,0.0,0.0,0,0,-0.4796469939327082,0.0,0.0,0,0.0,0
ENSG00000168038,Q96C45,ULK4,unc-51 like kinase 4,0.3951390149018024,0,0,0.0,0.0,0.0,0.1291852944924695,0.6435144106578146,0.0,0.0,0,0,-0.0444567015995587,0.0,0.0,0,0.0,0
ENSG00000164181,A1L3X0,ELOVL7,ELOVL fatty acid elongase 7,0.3948040084171407,0,0,0.0,0.0415174103328786,0.0,0.030396539880581,0.6466712659725942,0.0,0.0,0,0,0.124765581908439,0.0,0.0415174103328786,0,0.0,0
ENSG00000140009,Q92731,ESR2,estrogen receptor 2,0.3946154925266373,4,27,0.5634795628299643,0.0,0.0,0.6956007955260584,0.2807006501674811,0.0,0.0,1,0,0.0580253723110866,0.0,0.0,1,11.0,3423
ENSG00000163288,P18505,GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,0.393787706896578,4,28,0.1367844294626147,0.0127773923850814,0.0,0.0926527719080697,0.0392723330188128,0.0,0.607930797611621,1,0,-0.6136789851075566,0.0,0.0127773923850814,1,4.5,2
ENSG00000204256,P25440,BRD2,bromodomain containing 2,0.3931594154812037,3,6,0.0,0.013777029209978,0.0,0.7696086167278018,0.0,0.0,0.607930797611621,1,0,-0.9018201875344732,1.0,0.013777029209978,1,10.0,1442
ENSG00000173039,Q04206,RELA,"RELA proto-oncogene, NF-kB subunit",0.3927376714511472,3,1,0.0,0.0,0.0,0.7618570027189131,0.0,0.0,0.607930797611621,1,0,-0.7947049089906233,0.0,0.0,1,8.22,112
ENSG00000156467,P14927,UQCRB,ubiquinol-cytochrome c reductase binding protein,0.3924743875590459,0,0,0.0,0.0,0.0,0.0766900240117652,0.0,0.0,0.6417560645364345,0,0,-0.0296745725317153,0.0,0.0,0,5.6,8
ENSG00000060566,Q68CJ9,CREB3L3,cAMP responsive element binding protein 3 like 3,0.3913314553340502,0,0,0.0,0.0,0.0,0.1291852944924695,0.0,0.0,0.6372512642886703,0,0,0.3252068394925538,0.0,0.0,0,0.0,0
ENSG00000178950,O14976,GAK,cyclin G associated kinase,0.391070804672794,0,0,0.0,0.0,0.0,0.07480926203943,0.3908879428915003,0.0,0.5438973646993447,0,0,-0.4529509100937672,1.0,0.0,0,10.22,477
ENSG00000274286,P18089,ADRA2B,adrenoceptor alpha 2B,0.3909728145438073,4,51,0.4460270053310262,0.0,0.0,0.1413180669515325,0.0,0.0,0.5284734393254834,1,0,0.7192498621070049,1.0,0.0,1,9.96,1228
ENSG00000174469,Q9UHC6,CNTNAP2,contactin associated protein 2,0.3885435549404026,0,0,0.0,0.009227272432312,0.0,0.1250860042452851,0.6225329338008454,0.2739336174037964,0.0,0,0,-0.407942636514065,0.0,0.009227272432312,0,0.0,0
ENSG00000177606,P05412,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",0.3882539841686864,0,0,0.0,0.0,0.0,0.6143505003316082,0.0,0.0,0.607930797611621,0,0,-0.4166574738003309,0.0,0.0,0,8.52,151
ENSG00000160789,P02545,LMNA,lamin A/C,0.388098957786051,0,0,0.0,0.0,0.0,0.609250367775585,0.0,0.0,0.607930797611621,0,0,-0.7811362382790954,0.0,0.0,0,9.0,36678
ENSG00000184588,Q07343,PDE4B,phosphodiesterase 4B,0.3875325760997273,4,28,0.0,0.0,0.0,0.4389506895303587,0.615514126656998,0.0,0.0,1,0,-0.8223938223938224,1.0,0.0,1,11.0,2968
ENSG00000118113,P22894,MMP8,matrix metallopeptidase 8,0.3873987814472047,4,6,0.6058199267865807,0.0,0.0,0.6284330460595706,0.0,0.0,0.0,1,0,0.6592388306674022,0.0,0.0,1,10.7,1468
ENSG00000102870,Q9UEG4,ZNF629,zinc finger protein 629,0.3873888470785948,0,0,0.0,0.0,0.0,0.5858888039184454,0.0,0.0,0.607930797611621,0,0,-0.9013789299503584,0.0,0.0,0,0.0,0
ENSG00000213380,Q96MW5,COG8,component of oligomeric golgi complex 8,0.3873044681666114,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6370864409044833,0,0,0.4619966905681192,0.0,0.0,0,8.38,4
ENSG00000100300,P30536,TSPO,translocator protein,0.3872654307276312,2,2,0.0,0.0,0.0,0.9615773354935518,0.0,0.0,0.5889433605069171,1,0,0.9024820739106454,0.0,0.0,1,9.82,302
ENSG00000117450,Q06830,PRDX1,peroxiredoxin 1,0.3871005489038768,0,0,0.0,0.0717994609339455,0.0,0.5444933602715213,0.0,0.0,0.607930797611621,0,0,0.5334804191947049,0.0,0.0717994609339455,0,7.34,44
ENSG00000162909,P17655,CAPN2,calpain 2,0.3865686960108354,0,0,0.0,0.0155277495751679,0.0,0.5520058572880444,0.0,0.0,0.607930797611621,0,0,0.1064533921676778,0.0,0.0155277495751679,0,8.3,182
ENSG00000127022,P27824,CANX,calnexin,0.3863581197127184,0,0,0.0,0.0,0.0,0.1703264586119971,0.3141869620798286,0.0,0.5531979966234456,0,0,-0.9107556536127964,0.0,0.0,0,5.25,4
ENSG00000174672,Q8IWQ3,BRSK2,BR serine/threonine kinase 2,0.3858656817671754,0,0,0.0,0.0689771358735829,0.0,0.0725295215483864,0.3535043267653216,0.0,0.5438696834936553,0,0,-0.8373965802537231,0.0,0.0689771358735829,0,8.63,33
ENSG00000173145,Q8WTT2,NOC3L,NOC3 like DNA replication regulator,0.3856338193083906,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343383503902599,0,0,0.2012134583563154,0.0,0.0,0,0.0,0
ENSG00000196924,P21333,FLNA,filamin A,0.3848706480146268,3,1,0.5984941711277764,0.0,0.0,0.6917764086841106,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1,6.68,5
ENSG00000135047,P07711,CTSL,cathepsin L,0.3845375592595125,0,0,0.0,0.0,0.0,0.4920857648132046,0.0,0.0,0.607930797611621,0,0,-0.0636514065085493,1.0,0.0,0,10.6,2222
ENSG00000095303,P23219,PTGS1,prostaglandin-endoperoxide synthase 1,0.3844593721667292,4,60,0.5921831843088629,0.0,0.0,0.8044657942555665,0.0,0.0,0.0,1,0,-0.253392167677882,1.0,0.0,1,9.85,2449
ENSG00000177169,O75385,ULK1,unc-51 like autophagy activating kinase 1,0.3842960864290359,0,0,0.0,0.0,0.0,0.4841416754061447,0.0,0.0,0.607930797611621,0,0,-0.5549917264202979,1.0,0.0,0,9.08,392
ENSG00000132670,P18433,PTPRA,protein tyrosine phosphatase receptor type A,0.3829209743672031,0,0,0.0,0.0710050256327766,0.0,0.4073447877322044,0.0,0.0,0.607930797611621,0,0,-0.916492002206288,0.0,0.0710050256327766,0,7.62,50
ENSG00000106261,P17029,ZKSCAN1,zinc finger with KRAB and SCAN domains 1,0.3827730551760334,0,0,0.0,0.0,0.0,0.2267919614423353,0.0,0.0,0.6182930125471094,0,0,-0.780584666298952,0.0,0.0,0,0.0,0
ENSG00000175592,P15407,FOSL1,"FOS like 1, AP-1 transcription factor subunit",0.3823325823443008,0,0,0.0,0.0,0.0,0.4195453729174658,0.0,0.0,0.607930797611621,0,0,0.0028681742967457,0.0,0.0,0,0.0,0
ENSG00000120053,P17174,GOT1,glutamic-oxaloacetic transaminase 1,0.3819617342800148,0,0,0.0,0.091187111809584,0.0,0.829616366619508,0.0,0.0,0.5847908507579772,0,0,-0.44853833425262,0.0,0.091187111809584,0,6.08,44
ENSG00000196611,P03956,MMP1,matrix metallopeptidase 1,0.3813711087613881,4,6,0.6058199267865807,0.0,0.0,0.4301317686938751,0.0,0.0,0.0,1,0,0.5011583011583012,0.0,0.0,1,10.0,3052
ENSG00000113580,P04150,NR3C1,nuclear receptor subfamily 3 group C member 1,0.381212771246445,4,65,0.4559480982087158,0.0,0.0,0.6608232464439199,0.0,0.0,0.4983940764479856,1,0,-0.8916712630998346,1.0,0.0,1,10.7,6154
ENSG00000138378,Q14765,STAT4,signal transducer and activator of transcription 4,0.3812084989298075,0,0,0.0,0.1355965758913351,0.0,0.3222995908428525,0.0,0.0,0.607930797611621,0,0,-0.6848317705460563,0.0,0.1355965758913351,0,6.0,2
ENSG00000153113,B7Z468,CAST,calpastatin,0.3807409956883003,0,0,0.0,0.0,0.0,0.3671845890172818,0.0,0.0,0.607930797611621,0,0,0.0,0.0,0.0,0,0.0,0
ENSG00000153113,B7Z468,CAST,calpastatin,0.3807409956883003,0,0,0.0,0.0,0.0,0.3671845890172818,0.0,0.0,0.607930797611621,0,0,0.3983452840595698,0.0,0.0,0,0.0,0
ENSG00000310517,P20810,CAST,calpastatin ,0.3807409956883003,0,0,0.0,0.0,0.0,0.3671845890172818,0.0,0.0,0.607930797611621,0,0,0.0,0.0,0.0,0,0.0,0
ENSG00000310517,P20810,CAST,calpastatin ,0.3807409956883003,0,0,0.0,0.0,0.0,0.3671845890172818,0.0,0.0,0.607930797611621,0,0,0.3983452840595698,0.0,0.0,0,0.0,0
ENSG00000108091,Q16204,CCDC6,coiled-coil domain containing 6,0.3797645488236105,4,2,0.0,0.0274709570166805,0.0,0.1026809476591187,0.6189393330202717,0.0,0.0,1,0,-0.6185328185328185,0.0,0.0274709570166805,1,9.48,27
ENSG00000086991,Q9NPH5,NOX4,NADPH oxidase 4,0.3789708463025947,2,1,0.0,0.0,0.0,0.8490583211129804,0.5809253496802838,0.0,0.0,1,0,0.0897959183673469,0.0,0.0,1,7.97,169
ENSG00000014216,P07384,CAPN1,calpain 1,0.3789290150313411,0,0,0.0,0.0,0.0,0.307573177189554,0.0,0.0,0.607930797611621,0,0,0.0143408714837285,0.0,0.0,0,9.7,806
ENSG00000112742,P33981,TTK,TTK protein kinase,0.3779085514517349,1,2,0.0,0.0,0.0,0.0905141409777302,0.0,0.0,0.6171051643207249,1,0,-0.483177054605626,1.0,0.0,1,10.33,2282
ENSG00000072310,P36956,SREBF1,sterol regulatory element binding transcription factor 1,0.3777040188935435,0,0,0.0,0.0,0.0,0.267272664611143,0.0,0.0,0.607930797611621,0,0,-0.4888030888030887,0.0,0.0,0,7.7,29
ENSG00000131042,Q8N423,LILRB2,leukocyte immunoglobulin like receptor B2,0.3772272900277129,0,0,0.0,0.0,0.0,0.3806981076013203,0.6014753426773223,0.0,0.0,0,0,-0.1819084390512961,0.0,0.0,0,0.0,0
ENSG00000067057,Q01813,PFKP,"phosphofructokinase, platelet",0.3772270607082932,0,0,0.0,0.0,0.0,0.1169140818082111,0.2713241712067303,0.0,0.5500807373358241,0,0,0.4955322669608384,0.0,0.0,0,8.24,5
ENSG00000164045,P30304,CDC25A,cell division cycle 25A,0.3769139126634551,0,0,0.0,0.0,0.0,0.2412793695455679,0.0,0.0,0.607930797611621,0,0,-0.7012686155543298,0.0,0.0,0,7.66,378
ENSG00000128463,Q5J8M3,EMC4,ER membrane protein complex subunit 4,0.3768973652072784,0,0,0.0,0.033033367736202,0.0,0.030396539880581,0.0,0.0,0.6176403997291654,0,0,-0.4271373414230557,0.0,0.033033367736202,0,0.0,0
ENSG00000181830,Q96A29,SLC35C1,solute carrier family 35 member C1,0.3764384599260527,0,0,0.0,0.0,0.0,0.0,0.0474045075828606,0.0,0.6073615555427584,0,0,-0.4853833425261996,0.0,0.0,0,0.0,0
ENSG00000100596,O15270,SPTLC2,serine palmitoyltransferase long chain base subunit 2,0.37642395557408,0,0,0.0,0.0,0.0,0.225160525384357,0.0,0.0,0.607930797611621,0,0,-0.6957528957528958,0.0,0.0,0,9.89,20
ENSG00000086062,P15291,B4GALT1,"beta-1,4-galactosyltransferase 1",0.3761302982952405,0,0,0.0,0.0,0.0,0.2154996468766994,0.0,0.0,0.607930797611621,0,0,-0.3825703254274682,0.0,0.0,0,5.73,7
ENSG00000068366,O60488,ACSL4,acyl-CoA synthetase long chain family member 4,0.3760934087832802,0,0,0.0,0.0,0.0,0.2142860379559064,0.0,0.0,0.607930797611621,0,0,0.0,0.0,0.0,0,4.97,2
ENSG00000151092,Q96IV0,NGLY1,N-glycanase 1,0.3760521487473967,0,0,0.0,0.0260548313964244,0.0,0.2127335617475665,0.0,0.0,0.6073615555427584,0,0,0.0687258687258687,0.0,0.0260548313964244,0,4.48,3
ENSG00000120910,P48454,PPP3CC,protein phosphatase 3 catalytic subunit gamma,0.3743120558690417,0,0,0.0,0.0,0.0,0.1367884961198776,0.0,0.0,0.6088754844231523,0,0,-0.3362382790954219,0.0,0.0,0,0.0,0
ENSG00000261371,P16284,PECAM1,platelet and endothelial cell adhesion molecule 1,0.3737079315425288,0,0,0.0,0.0790197443453969,0.0,0.853483214087199,0.4571294479549272,0.0,0.4804847681456349,0,0,0.0,0.0,0.0790197443453969,0,0.0,0
ENSG00000164916,P85037,FOXK1,forkhead box K1,0.3735578612417752,0,0,0.0,0.0,0.0,0.2159146976892744,0.0,0.0,0.6036785814511665,0,0,-0.4862658576944291,0.0,0.0,0,8.45,2
ENSG00000113368,P20700,LMNB1,lamin B1,0.3734388983292287,0,0,0.0,0.0,0.0,0.1269566753218612,0.0,0.0,0.607930797611621,0,0,-0.6317705460562604,0.0,0.0,0,6.38,5
ENSG00000165304,Q14680,MELK,maternal embryonic leucine zipper kinase,0.3731155122911659,0,0,0.0,0.0,0.0,0.0775111766954816,0.6098711270660316,0.0,0.0,0,0,0.2273579702151131,1.0,0.0,0,9.82,1225
ENSG00000151490,Q16827,PTPRO,protein tyrosine phosphatase receptor type O,0.3730433881061069,0,0,0.0,0.0443603609948522,0.0,0.0942292736298012,0.0,0.0,0.607930797611621,0,0,-0.6747931605074462,0.0,0.0443603609948522,0,6.91,4
ENSG00000108384,O43502,RAD51C,RAD51 paralog C,0.3729372959513634,0,0,0.0,0.0437264299773896,0.0,0.0910207499757399,0.0,0.0,0.607930797611621,0,0,0.2986210700496414,0.0,0.0437264299773896,0,0.0,0
ENSG00000077150,Q00653,NFKB2,nuclear factor kappa B subunit 2,0.3729301522311896,3,1,0.0,0.0,0.0,0.1102197013097604,0.0,0.0,0.607930797611621,1,0,-0.8805295091009376,0.0,0.0,1,0.0,0
ENSG00000164896,Q14296,FASTK,Fas activated serine/threonine kinase,0.3729016225697163,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6133948535503312,0,0,-0.444677330391616,0.0,0.0,0,0.0,0
ENSG00000126247,P04632,CAPNS1,calpain small subunit 1,0.3728330645644856,0,0,0.0,0.0775575325350673,0.0,0.0663032969628474,0.0,0.0,0.607930797611621,0,0,0.3706563706563706,0.0,0.0775575325350673,0,4.95,2
ENSG00000165264,O95139,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,0.3728326796236908,4,3,0.0,0.0368259896107789,0.0,0.090645894057318,0.0,0.0,0.607930797611621,1,0,0.9526751241036956,0.0,0.0368259896107789,1,5.46,2
ENSG00000172273,Q9BQA5,HINFP,histone H4 transcription factor,0.3727161441788117,0,0,0.0,0.0,0.0,0.1173863709288239,0.0,0.0,0.6072204371348014,0,0,-0.6839492553778268,0.0,0.0,0,0.0,0
ENSG00000137745,P45452,MMP13,matrix metallopeptidase 13,0.3726687441877491,4,7,0.6058199267865807,0.0,0.0,0.1438371901718459,0.0,0.0,0.0,1,0,0.1783783783783783,1.0,0.0,1,11.0,3368
ENSG00000167110,Q08379,GOLGA2,golgin A2,0.3726445709526627,0,0,0.0,0.0494153480793659,0.0,0.0788621340235075,0.0,0.0,0.607930797611621,0,0,-0.787534473248759,0.0,0.0494153480793659,0,6.69,2
ENSG00000169136,Q9Y2D1,ATF5,activating transcription factor 5,0.3726442876464624,0,0,0.0,0.0,0.0,0.1008151906039271,0.0,0.0,0.607930797611621,0,0,0.7394373965802536,0.0,0.0,0,0.0,0
ENSG00000137673,P09237,MMP7,matrix metallopeptidase 7,0.3722090078630792,4,5,0.6058199267865807,0.0,0.0,0.12871256327431,0.0,0.0,0.0,1,0,0.2241588527302813,0.0,0.0,1,10.22,636
ENSG00000136451,Q14119,VEZF1,vascular endothelial zinc finger 1,0.3721669136674946,0,0,0.0,0.0,0.0,0.0851103116656269,0.0,0.0,0.607930797611621,0,0,-0.9709873138444568,0.0,0.0,0,0.0,0
ENSG00000158402,P30307,CDC25C,cell division cycle 25C,0.3720002916069885,0,0,0.0,0.0,0.0,0.0796286989175707,0.0,0.0,0.607930797611621,0,0,0.3538885824600111,0.0,0.0,0,7.64,123
ENSG00000151612,Q17R98,ZNF827,zinc finger protein 827,0.3718194048251855,0,0,0.0,0.0736777985021432,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.9579702151130722,0.0,0.0736777985021432,0,0.0,0
ENSG00000069431,O60706,ABCC9,ATP binding cassette subfamily C member 9,0.3716659229282266,4,2,0.0,0.0,0.0,0.0686284771793247,0.0,0.0,0.607930797611621,1,0,-0.6240485383342527,0.0,0.0,1,7.16,53
ENSG00000141959,P17858,PFKL,"phosphofructokinase, liver type",0.3716343593630011,0,0,0.0,0.0,0.0,0.067590083817792,0.0,0.0,0.607930797611621,0,0,0.1093215664644235,0.0,0.0,0,7.47,3
ENSG00000100599,Q8TB24,RIN3,Ras and Rab interactor 3,0.371527069414971,0,0,0.0,0.0,0.0,0.7645500441162629,0.5729063157790465,0.0,0.0,0,0,-0.183342526199669,0.0,0.0,0,0.0,0
ENSG00000256812,Q96L46,CAPNS2,calpain small subunit 2,0.3714277539581253,0,0,0.0,0.0,0.0,0.0607930797611621,0.0,0.0,0.607930797611621,0,0,0.2559293987865416,0.0,0.0,0,0.0,0
ENSG00000136504,O95251,KAT7,lysine acetyltransferase 7,0.3712573509717376,0,0,0.0,0.0,0.0,0.6309815070210617,0.0,0.0,0.5791410762752457,0,0,-0.9056811913954772,1.0,0.0,0,8.1,182
ENSG00000112983,Q9H0E9,BRD8,bromodomain containing 8,0.3710735732640524,0,0,0.0,0.0,0.0,0.0491410728069393,0.0,0.0,0.607930797611621,0,0,-0.6354109211252068,0.0,0.0,0,5.31,11
ENSG00000111725,Q9Y478,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,0.3710690755824872,3,1,0.0,0.0,0.0,0.8774125630807048,0.0,0.0,0.566509824753281,1,0,-0.3555432984004413,0.0,0.0,1,7.4,27
ENSG00000096401,Q99459,CDC5L,cell division cycle 5 like,0.3708374528013372,0,0,0.0,0.0,0.0,0.0413730681707908,0.0,0.0,0.607930797611621,0,0,-0.9166023166023166,0.0,0.0,0,7.01,4
ENSG00000103811,P09668,CTSH,cathepsin H,0.3705977918973999,0,0,0.0,0.0176832905379241,0.0,0.4200782235379854,0.0,0.0,0.5882083538425265,0,0,0.4760066188637617,0.0,0.0176832905379241,0,9.34,46
ENSG00000123643,Q7Z2H8,SLC36A1,solute carrier family 36 member 1,0.3702266194304,0,0,0.0,0.0,0.0,0.0212775779164067,0.0,0.0,0.607930797611621,0,0,-0.3857694429123001,0.0,0.0,0,0.0,0
ENSG00000013293,Q8TBB6,SLC7A14,solute carrier family 7 member 14,0.3700447002351396,0,0,0.0,0.0759945970079036,0.0,0.030396539880581,0.3975494095076115,0.0,0.5072393552971188,0,0,-0.319580805295091,0.0,0.0759945970079036,0,0.0,0
ENSG00000115844,Q07687,DLX2,distal-less homeobox 2,0.3699494345393864,0,0,0.0,0.0,0.0,0.0121586159522324,0.0,0.0,0.607930797611621,0,0,-0.6563706563706564,0.0,0.0,0,0.0,0
ENSG00000140990,O96000,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,0.3699494345393864,4,3,0.0,0.0,0.0,0.0121586159522324,0.0,0.0,0.607930797611621,1,0,0.7256480970766686,0.0,0.0,1,6.06,18
ENSG00000065615,Q7L1T6,CYB5R4,cytochrome b5 reductase 4,0.3696033747544286,0,0,0.0,0.0,0.0,0.0121586159522324,0.0,0.0,0.6073615555427584,0,0,-0.2616657473800331,0.0,0.0,0,0.0,0
ENSG00000263001,P78347,GTF2I,general transcription factor IIi,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.9594043022614452,0.0,0.0,0,7.03,5
ENSG00000143748,O15381,NVL,nuclear VCP like,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.1329288472145615,0.0,0.0,0,0.0,0
ENSG00000137411,Q5ST30,VARS2,"valyl-tRNA synthetase 2, mitochondrial",0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.277661334804192,0.0,0.0,0,0.0,0
ENSG00000104980,O43615,TIMM44,translocase of inner mitochondrial membrane 44,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.3547710976282404,0.0,0.0,0,6.51,4
ENSG00000159792,P11801,PSKH1,protein serine kinase H1,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.4218422504136789,0.0,0.0,0,6.0,3
ENSG00000154832,Q9P0U4,CXXC1,CXXC finger protein 1,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.826696083838941,0.0,0.0,0,0.0,0
ENSG00000153046,Q9Y232,CDYL,chromodomain Y like,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,-0.8926640926640926,0.0,0.0,0,6.31,62
ENSG00000144161,Q8N5P1,ZC3H8,zinc finger CCCH-type containing 8,0.3695798546847018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0,0,0.1078874793160507,0.0,0.0,0,0.0,0
ENSG00000065559,P45985,MAP2K4,mitogen-activated protein kinase kinase 4,0.3693919607558185,0,0,0.0,0.0750376407995767,0.0,0.1723694307547691,0.0,0.0,0.5973357516993589,0,0,-0.9463872035300608,1.0,0.0750376407995767,0,8.82,226
ENSG00000149177,Q12913,PTPRJ,protein tyrosine phosphatase receptor type J,0.369341395507392,0,0,0.0,0.0549816758904566,0.0,0.030396539880581,0.0,0.0,0.6041139879133557,0,0,0.1377826806398234,0.0,0.0549816758904566,0,4.18,1
ENSG00000115648,Q9BV36,MLPH,melanophilin,0.369233794899744,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6073615555427584,0,0,-0.1942636514065086,0.0,0.0,0,0.0,0
ENSG00000105568,P30153,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,0.3691090733936485,0,0,0.0,0.0362152064650724,0.0,0.1095339314596738,0.0,0.0,0.6008749191968479,0,0,-0.8499724214009928,0.0,0.0362152064650724,0,5.7,3
ENSG00000196950,Q9ULF5,SLC39A10,solute carrier family 39 member 10,0.3690531928092463,0,0,0.0,0.0879994475808189,0.0,0.0805508306835398,0.0,0.0,0.6008744879788914,0,0,-0.8643132928847215,0.0,0.0879994475808189,0,0.0,0
ENSG00000105426,Q13332,PTPRS,protein tyrosine phosphatase receptor type S,0.3686359059023414,0,0,0.0,0.0,0.0,0.6597827818836888,0.2454477127252032,0.0,0.5303543057628811,0,0,-0.8167677881963596,0.0,0.0,0,6.3,33
ENSG00000186868,P10636,MAPT,microtubule associated protein tau,0.3682509391404079,2,6,0.1812632792655235,0.0,0.0,0.9991651782559282,0.4577697654943457,0.0,0.0,1,0,-0.4056260341974628,1.0,0.0,1,9.89,95343
ENSG00000116906,O15228,GNPAT,glyceronephosphate O-acyltransferase,0.3680043404928123,0,0,0.0,0.0,0.0,0.0287078432205487,0.0,0.2773380298704215,0.5908343428345535,0,0,-0.605515719801434,0.0,0.0,0,7.66,6
ENSG00000076984,O14733,MAP2K7,mitogen-activated protein kinase kinase 7,0.3679099144313628,0,0,0.0,0.0,0.0,0.2796526713524906,0.0,0.0,0.5912012391309971,0,0,-0.7361279646993932,1.0,0.0,0,9.22,104
ENSG00000100151,Q9NRD5,PICK1,protein interacting with PRKCA 1,0.3679023221387813,0,0,0.0,0.0,0.0,0.4075986953914742,0.0,0.0,0.5847914491842577,0,0,-0.3337010479867622,0.0,0.0,0,0.0,0
ENSG00000187116,A6NI73,LILRA5,leukocyte immunoglobulin like receptor A5,0.3677376416734024,0,0,0.0,0.0,0.0,0.0379956748507263,0.6030007133504454,0.0,0.0,0,0,0.2222835079977936,0.0,0.0,0,0.0,0
ENSG00000091831,P03372,ESR1,estrogen receptor 1,0.3676679269493006,4,40,0.5579116025414649,0.0,0.0,0.937484382480492,0.0,0.0,0.0,1,0,-0.734142305570877,1.0,0.0,1,11.34,7873
ENSG00000188778,P13945,ADRB3,adrenoceptor beta 3,0.3676589212081444,4,24,0.0,0.0,0.0,0.5907665420417035,0.0,0.0,0.5752326808030362,1,0,0.9806949806949808,1.0,0.0,1,10.8,2032
ENSG00000175489,Q8N386,LRRC25,leucine rich repeat containing 25,0.3662152921883535,0,0,0.0,0.0,0.0,0.6737697029929596,0.5687078626371467,0.0,0.0,0,0,-0.6130170987313844,0.0,0.0,0,0.0,0
ENSG00000133030,Q6WCQ1,MPRIP,myosin phosphatase Rho interacting protein,0.3660650889854486,0,0,0.0,0.0306818197572378,0.0,0.1900584839553916,0.1145735776372461,0.0,0.5688988359014587,0,0,-0.8976282404853834,0.0,0.0306818197572378,0,0.0,0
ENSG00000066855,Q15390,MTFR1,mitochondrial fission regulator 1,0.3660499962091249,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6021244484523999,0,0,-0.1452840595697738,0.0,0.0,0,0.0,0
